id,country,income
2012,Country B,30541.26
2013,Country B,8206.56
2014,Country B,7053.22
2015,Country B,1278146.38
2016,Country B,6064.64
2017,Country B,20422.2
2018,Country B,7112.92
2019,Country B,6152.82
2020,Country B,5217.65
2021,Country B,11527.2
2022,Country B,8736.15
2023,Country B,11380.55
2024,Country B,29138.58
2025,Country B,6020.24
2026,Country B,6936.8
2027,Country B,14535.72
2028,Country B,10632.25
2029,Country B,6532.93
2030,Country B,5760.02
2031,Country B,46234.61
2032,Country B,14946.03
2033,Country B,34133.22
2034,Country B,18512.38
2035,Country B,71322.47
2036,Country B,57012
2037,Country B,8632.81
2038,Country B,37584.78
2039,Country B,10667.66
2040,Country B,31431.97
2041,Country B,5349.05
2042,Country B,283372.28
2043,Country B,9408.83
2044,Country B,6367.84
2045,Country B,5416.5
2046,Country B,6223.4
2047,Country B,5115.29
2048,Country B,24331
2049,Country B,13777.05
2050,Country B,10212.56
2051,Country B,7260.79
2052,Country B,6898.8
2053,Country B,20347.04
2054,Country B,6073.04
2055,Country B,6277.71
2056,Country B,7182.26
2057,Country B,27614.16
2058,Country B,7098.79
2059,Country B,25679.18
2060,Country B,8055.05
2061,Country B,7645.38
2062,Country B,25917.46
2063,Country B,8597.12
2064,Country B,8133.49
2065,Country B,7755.96
2066,Country B,5810.38
2067,Country B,8717.99
2068,Country B,16950.71
2069,Country B,14305.63
2070,Country B,5781.76
2071,Country B,10046.97
2072,Country B,6840.29
2073,Country B,5240.53
2074,Country B,8113.61
2075,Country B,9250.52
2076,Country B,9179.35
2077,Country B,39195
2078,Country B,5186.79
2079,Country B,20338.78
2080,Country B,8643.85
2081,Country B,28473.7
2082,Country B,17250.72
2083,Country B,21786.36
2084,Country B,7170.84
2085,Country B,35895.14
2086,Country B,15113.55
2087,Country B,568756.22
2088,Country B,18260.76
2089,Country B,6434.03
2090,Country B,110315.56
2091,Country B,6455.69
2092,Country B,7565.88
2093,Country B,11066.34
2094,Country B,12688.87
2095,Country B,17640.82
2096,Country B,6319.39
2097,Country B,19558.47
2098,Country B,18308.55
2099,Country B,7224.13
2100,Country B,9188.33
2101,Country B,7915.41
2102,Country B,10357.62
2103,Country B,7144.5
2104,Country B,7532.58
2105,Country B,9105.01
2106,Country B,14324.57
2107,Country B,6557.94
2108,Country B,5795.72
2109,Country B,7112.28
2110,Country B,9061.52
2111,Country B,6720.72
2112,Country B,5108.37
2113,Country B,6903.67
2114,Country B,5019.84
2115,Country B,5219.79
2116,Country B,6336.71
2117,Country B,26692.19
2118,Country B,22735.32
2119,Country B,5304.55
2120,Country B,9469.24
2121,Country B,11894.75
2122,Country B,13272.3
2123,Country B,9568.12
2124,Country B,5320.68
2125,Country B,8651.41
2126,Country B,5393.74
2127,Country B,13216.1
2128,Country B,14075.13
2129,Country B,474130.81
2130,Country B,9422.56
2131,Country B,11673.54
2132,Country B,28049.29
2133,Country B,8881.18
2134,Country B,6049.05
2135,Country B,80177.99
2136,Country B,6706.98
2137,Country B,6744.33
2138,Country B,5503.69
2139,Country B,15356.21
2140,Country B,28559.26
2141,Country B,5344.91
2142,Country B,7340.15
2143,Country B,7746.31
2144,Country B,14125.72
2145,Country B,19021.66
2146,Country B,5943.54
2147,Country B,8194.27
2148,Country B,5455.87
2149,Country B,7777.75
2150,Country B,20200.68
2151,Country B,5947.25
2152,Country B,7210.63
2153,Country B,10256.85
2154,Country B,28032.09
2155,Country B,143806.57
2156,Country B,6748.71
2157,Country B,38070.82
2158,Country B,42999.86
2159,Country B,20657.05
2160,Country B,5064.65
2161,Country B,7128.76
2162,Country B,5051.81
2163,Country B,11392.52
2164,Country B,5980.25
2165,Country B,15637.09
2166,Country B,9508.89
2167,Country B,20346.98
2168,Country B,6450.14
2169,Country B,8264.43
2170,Country B,18967.05
2171,Country B,20510.24
2172,Country B,59736.7
2173,Country B,12603.46
2174,Country B,7555.29
2175,Country B,22919.19
2176,Country B,434107.62
2177,Country B,43756.96
2178,Country B,21189.85
2179,Country B,5877.86
2180,Country B,11151.32
2181,Country B,39134.57
2182,Country B,5534.06
2183,Country B,8696.93
2184,Country B,5904.96
2185,Country B,14896.3
2186,Country B,6218.48
2187,Country B,26817.02
2188,Country B,18147.62
2189,Country B,7770.25
2190,Country B,5520.78
2191,Country B,7316.3
2192,Country B,10360.32
2193,Country B,5495.64
2194,Country B,5249.36
2195,Country B,7498.27
2196,Country B,43533.15
2197,Country B,10111.1
2198,Country B,12109.28
2199,Country B,5020.21
2200,Country B,9145.92
2201,Country B,16254.17
2202,Country B,6617.71
2203,Country B,24892.12
2204,Country B,13635.58
2205,Country B,14399.66
2206,Country B,6996.93
2207,Country B,9896.67
2208,Country B,154203.76
2209,Country B,6606.2
2210,Country B,13213.69
2211,Country B,7164.41
2212,Country B,12302.96
2213,Country B,9861.89
2214,Country B,7969.9
2215,Country B,20639.61
2216,Country B,16188.62
2217,Country B,5642.56
2218,Country B,31768.12
2219,Country B,5940.24
2220,Country B,8124.72
2221,Country B,17652.52
2222,Country B,8102.11
2223,Country B,6392.33
2224,Country B,36125.7
2225,Country B,7049.25
2226,Country B,33247.27
2227,Country B,5746.98
2228,Country B,11117.21
2229,Country B,8285.02
2230,Country B,9372.49
2231,Country B,30095.82
2232,Country B,5827.22
2233,Country B,6145.14
2234,Country B,7142.97
2235,Country B,17739.99
2236,Country B,5210.16
2237,Country B,6809.91
2238,Country B,7969.62
2239,Country B,5214.3
2240,Country B,5417.76
2241,Country B,45971.54
2242,Country B,52078.86
2243,Country B,5272.27
2244,Country B,23671.34
2245,Country B,5416.99
2246,Country B,23545.12
2247,Country B,14306.39
2248,Country B,84866.01
2249,Country B,11072.58
2250,Country B,7654.18
2251,Country B,16903.28
2252,Country B,132767.96
2253,Country B,14930.03
2254,Country B,5986.9
2255,Country B,6661.87
2256,Country B,8690.24
2257,Country B,21755.41
2258,Country B,7067.99
2259,Country B,10532.52
2260,Country B,8256.87
2261,Country B,10153.73
2262,Country B,5310.46
2263,Country B,9794.17
2264,Country B,7482.84
2265,Country B,8127.1
2266,Country B,6955.81
2267,Country B,5252.98
2268,Country B,95124.9
2269,Country B,13255.73
2270,Country B,6040.08
2271,Country B,19159.43
2272,Country B,11223.92
2273,Country B,6165.29
2274,Country B,138547.9
2275,Country B,7289.53
2276,Country B,8090.29
2277,Country B,7873.82
2278,Country B,7877.72
2279,Country B,6631.27
2280,Country B,6404.54
2281,Country B,45459.6
2282,Country B,6580.49
2283,Country B,5722.83
2284,Country B,6715.67
2285,Country B,7036.72
2286,Country B,5104.57
2287,Country B,5883.91
2288,Country B,5241.11
2289,Country B,15376.38
2290,Country B,8100.79
2291,Country B,97764.98
2292,Country B,10134.34
2293,Country B,13691.22
2294,Country B,18111.94
2295,Country B,21972.55
2296,Country B,5861.57
2297,Country B,5057.73
2298,Country B,21220.3
2299,Country B,12787.57
2300,Country B,9804.88
2301,Country B,10750.96
2302,Country B,5782.76
2303,Country B,5723.25
2304,Country B,9981.47
2305,Country B,6554.45
2306,Country B,7028.48
2307,Country B,6424.51
2308,Country B,5184.32
2309,Country B,5018.43
2310,Country B,5087.02
2311,Country B,8202.28
2312,Country B,5396.4
2313,Country B,5126.75
2314,Country B,5164.64
2315,Country B,7794.56
2316,Country B,20619.97
2317,Country B,49105.55
2318,Country B,10910.77
2319,Country B,218790.05
2320,Country B,5046.93
2321,Country B,6480.91
2322,Country B,6042.37
2323,Country B,24762.53
2324,Country B,5955.2
2325,Country B,8877.67
2326,Country B,5506.1
2327,Country B,5170.28
2328,Country B,6308.51
2329,Country B,7413.3
2330,Country B,5211.75
2331,Country B,11414.68
2332,Country B,16746.8
2333,Country B,115088.56
2334,Country B,12415.96
2335,Country B,19291.14
2336,Country B,13684.95
2337,Country B,15011.7
2338,Country B,14489.91
2339,Country B,6398.32
2340,Country B,10611.58
2341,Country B,6942.39
2342,Country B,5227.04
2343,Country B,9047.97
2344,Country B,21233.51
2345,Country B,8132.94
2346,Country B,7051.82
2347,Country B,11424.76
2348,Country B,5149.4
2349,Country B,8948.22
2350,Country B,88147.06
2351,Country B,7717.24
2352,Country B,5963.23
2353,Country B,7052.3
2354,Country B,25080.79
2355,Country B,5151.77
2356,Country B,5355.74
2357,Country B,28883.95
2358,Country B,6146.74
2359,Country B,5326.35
2360,Country B,7319.82
2361,Country B,6428.2
2362,Country B,9847.32
2363,Country B,56804.13
2364,Country B,96060.25
2365,Country B,11316.77
2366,Country B,21367.99
2367,Country B,15889.84
2368,Country B,20210.45
2369,Country B,22715.08
2370,Country B,5499.69
2371,Country B,56083.05
2372,Country B,10830.25
2373,Country B,13820.16
2374,Country B,10400.87
2375,Country B,13054.77
2376,Country B,17406.35
2377,Country B,11782.95
2378,Country B,9285.98
2379,Country B,152432.44
2380,Country B,107005.82
2381,Country B,7077.59
2382,Country B,5913.24
2383,Country B,6259.81
2384,Country B,6298.88
2385,Country B,6170.56
2386,Country B,5387.27
2387,Country B,6208.82
2388,Country B,10618.17
2389,Country B,8035.97
2390,Country B,6085.93
2391,Country B,5330.7
2392,Country B,33215.01
2393,Country B,21152.61
2394,Country B,6267.61
2395,Country B,34087.18
2396,Country B,7507.9
2397,Country B,7449.13
2398,Country B,5662.82
2399,Country B,7079.84
2400,Country B,5778.51
2401,Country B,18105.96
2402,Country B,28854.11
2403,Country B,8909.75
2404,Country B,6968.08
2405,Country B,7505.82
2406,Country B,5124.6
2407,Country B,7292.43
2408,Country B,14554.93
2409,Country B,6007.83
2410,Country B,6238.28
2411,Country B,5912.36
2412,Country B,8317.72
2413,Country B,349156.86
2414,Country B,9728.2
2415,Country B,5190.05
2416,Country B,6313.45
2417,Country B,7029.93
2418,Country B,5840.75
2419,Country B,14929.92
2420,Country B,13823.45
2421,Country B,28989.74
2422,Country B,7842.42
2423,Country B,5958.92
2424,Country B,6252.01
2425,Country B,7487.01
2426,Country B,34985.85
2427,Country B,5703.56
2428,Country B,5337.63
2429,Country B,9535.64
2430,Country B,22373.44
2431,Country B,11001.01
2432,Country B,5117.09
2433,Country B,5054.99
2434,Country B,8619.56
2435,Country B,144595.48
2436,Country B,15037.46
2437,Country B,7251.93
2438,Country B,5336.16
2439,Country B,7273.83
2440,Country B,8510.84
2441,Country B,7086.93
2442,Country B,5202.16
2443,Country B,6721.2
2444,Country B,12779.76
2445,Country B,11310.58
2446,Country B,14203.84
2447,Country B,5597.54
2448,Country B,10770.47
2449,Country B,371244.15
2450,Country B,44200.28
2451,Country B,19404.46
2452,Country B,7077.32
2453,Country B,9962.42
2454,Country B,10458.28
2455,Country B,8216.68
2456,Country B,72096.96
2457,Country B,7196.92
2458,Country B,6786.71
2459,Country B,6506.48
2460,Country B,8347.9
2461,Country B,53347.06
2462,Country B,8121.48
2463,Country B,9087.22
2464,Country B,9917.5
2465,Country B,6818.85
2466,Country B,10899.56
2467,Country B,5439.62
2468,Country B,17843.84
2469,Country B,9920.32
2470,Country B,6130.42
2471,Country B,5251.59
2472,Country B,6221.89
2473,Country B,11360.24
2474,Country B,5723.33
2475,Country B,9463.93
2476,Country B,26538.38
2477,Country B,8231.66
2478,Country B,24623.04
2479,Country B,13934.03
2480,Country B,6137.13
2481,Country B,6326.01
2482,Country B,5813.86
2483,Country B,40903.21
2484,Country B,13380.54
2485,Country B,9171.48
2486,Country B,21566.97
2487,Country B,14479.33
2488,Country B,7554.12
2489,Country B,14576.14
2490,Country B,34351.38
2491,Country B,5614.36
2492,Country B,6883.41
2493,Country B,5737.55
2494,Country B,5209.37
2495,Country B,5252.2
2496,Country B,150117.31
2497,Country B,11190.01
2498,Country B,15891.11
2499,Country B,8935.07
2500,Country B,6337.5
2501,Country B,57419.16
2502,Country B,5310.78
2503,Country B,12490.4
2504,Country B,10815.02
2505,Country B,5175.3
2506,Country B,8668.95
2507,Country B,12824.37
2508,Country B,7464.56
2509,Country B,31206.8
2510,Country B,5493.17
2511,Country B,8878.13
2512,Country B,6008.94
2513,Country B,5513.26
2514,Country B,11609.09
2515,Country B,60107.29
2516,Country B,12591.16
2517,Country B,11096.28
2518,Country B,7723.6
2519,Country B,6991.79
2520,Country B,19673.67
2521,Country B,5106.7
2522,Country B,113559.21
2523,Country B,15657.74
2524,Country B,14147.35
2525,Country B,5297.61
2526,Country B,7726.17
2527,Country B,13024.22
2528,Country B,8282.57
2529,Country B,25836.74
2530,Country B,9870.93
2531,Country B,29808.85
2532,Country B,56437.34
2533,Country B,10798.83
2534,Country B,8453.94
2535,Country B,9280.04
2536,Country B,7740.68
2537,Country B,11776.27
2538,Country B,5093.98
2539,Country B,5737.54
2540,Country B,333832.2
2541,Country B,8088.08
2542,Country B,25471.77
2543,Country B,9862.46
2544,Country B,7473.08
2545,Country B,15442.12
2546,Country B,35211.46
2547,Country B,37857.73
2548,Country B,5157.42
2549,Country B,123453.41
2550,Country B,5497.52
2551,Country B,7975.68
2552,Country B,7152.26
2553,Country B,8977.97
2554,Country B,16856.89
2555,Country B,5407.3
2556,Country B,8123.3
2557,Country B,7635.86
2558,Country B,8612.62
2559,Country B,6155.52
2560,Country B,6314.21
2561,Country B,8883.54
2562,Country B,14092.9
2563,Country B,19703.09
2564,Country B,10163.5
2565,Country B,7641.87
2566,Country B,7254.35
2567,Country B,7441.62
2568,Country B,6641.85
2569,Country B,19681.06
2570,Country B,11407.56
2571,Country B,9321.75
2572,Country B,13845.36
2573,Country B,5100.87
2574,Country B,5927.24
2575,Country B,29595.25
2576,Country B,9617.58
2577,Country B,5328.12
2578,Country B,26727.22
2579,Country B,10851.99
2580,Country B,43944
2581,Country B,5321.36
2582,Country B,5952.21
2583,Country B,20301.46
2584,Country B,7506.99
2585,Country B,9576.61
2586,Country B,7434.31
2587,Country B,7553.85
2588,Country B,5538.94
2589,Country B,9912.97
2590,Country B,5430.69
2591,Country B,6458.84
2592,Country B,6361.42
2593,Country B,10337.68
2594,Country B,92210.19
2595,Country B,5551.44
2596,Country B,12783.67
2597,Country B,8181
2598,Country B,86710.82
2599,Country B,6379.28
2600,Country B,5620.03
2601,Country B,32088.34
2602,Country B,16893.74
2603,Country B,16398.68
2604,Country B,324790.07
2605,Country B,5688.99
2606,Country B,10831.53
2607,Country B,6864.67
2608,Country B,13501.39
2609,Country B,10091.15
2610,Country B,6021.27
2611,Country B,9884.47
2612,Country B,12803.09
2613,Country B,6241.73
2614,Country B,5106.97
2615,Country B,10822.92
2616,Country B,7016.15
2617,Country B,8685.99
2618,Country B,29762.91
2619,Country B,67788.87
2620,Country B,87488.47
2621,Country B,5171.45
2622,Country B,12548.84
2623,Country B,6218.65
2624,Country B,18531.37
2625,Country B,6088.07
2626,Country B,12397.36
2627,Country B,110774.23
2628,Country B,7329.05
2629,Country B,9269.71
2630,Country B,15811.81
2631,Country B,12733.42
2632,Country B,51210.51
2633,Country B,42934.31
2634,Country B,5240.93
2635,Country B,6300.64
2636,Country B,5185.7
2637,Country B,5525.55
2638,Country B,5035.87
2639,Country B,14668.26
2640,Country B,6192.6
2641,Country B,10870.99
2642,Country B,11683.61
2643,Country B,5197.15
2644,Country B,9047.47
2645,Country B,68259.59
2646,Country B,28981.3
2647,Country B,6264.35
2648,Country B,5949.5
2649,Country B,11684.68
2650,Country B,76639.83
2651,Country B,9933.44
2652,Country B,38415.27
2653,Country B,15580.68
2654,Country B,5305.24
2655,Country B,5679.95
2656,Country B,5003.76
2657,Country B,29507.43
2658,Country B,8472.07
2659,Country B,5866.37
2660,Country B,5141.54
2661,Country B,5374.94
2662,Country B,25010.59
2663,Country B,67267.64
2664,Country B,5864.9
2665,Country B,29496.42
2666,Country B,11503.11
2667,Country B,6629.78
2668,Country B,59330.82
2669,Country B,23407.27
2670,Country B,11543.14
2671,Country B,17010.69
2672,Country B,10698.82
2673,Country B,13179.89
2674,Country B,29868.96
2675,Country B,12004.26
2676,Country B,7838.99
2677,Country B,6353.5
2678,Country B,8556.39
2679,Country B,15449.5
2680,Country B,5296.05
2681,Country B,8605.22
2682,Country B,5639.89
2683,Country B,6278.78
2684,Country B,6824.05
2685,Country B,56323.32
2686,Country B,6312.6
2687,Country B,16974.7
2688,Country B,32134.43
2689,Country B,6037.59
2690,Country B,5075.69
2691,Country B,12357.36
2692,Country B,42011.3
2693,Country B,452534.74
2694,Country B,10216.51
2695,Country B,20671.23
2696,Country B,59437.53
2697,Country B,6118.91
2698,Country B,13748.6
2699,Country B,12946.6
2700,Country B,5064.28
2701,Country B,12682.44
2702,Country B,6866.99
2703,Country B,10168.44
2704,Country B,12042.77
2705,Country B,6318.18
2706,Country B,6235.72
2707,Country B,13779.13
2708,Country B,16109.06
2709,Country B,6965.96
2710,Country B,6615.99
2711,Country B,6679.56
2712,Country B,10259.98
2713,Country B,25418.11
2714,Country B,34708.17
2715,Country B,9546.45
2716,Country B,5323.56
2717,Country B,14446.41
2718,Country B,9945.17
2719,Country B,7160.59
2720,Country B,10729.86
2721,Country B,53325.31
2722,Country B,35810.24
2723,Country B,5285.59
2724,Country B,5280.44
2725,Country B,5422.92
2726,Country B,26875.71
2727,Country B,20296.58
2728,Country B,7157.96
2729,Country B,16606.87
2730,Country B,5841.04
2731,Country B,22018.1
2732,Country B,5237.94
2733,Country B,10096.08
2734,Country B,5685.01
2735,Country B,13915.46
2736,Country B,5580.84
2737,Country B,8478.14
2738,Country B,7398.66
2739,Country B,104337.75
2740,Country B,10872.41
2741,Country B,8240.01
2742,Country B,27618.39
2743,Country B,9038.05
2744,Country B,8213.24
2745,Country B,62538.69
2746,Country B,6741.28
2747,Country B,7699.02
2748,Country B,25820.73
2749,Country B,8801.11
2750,Country B,6115.19
2751,Country B,10883.42
2752,Country B,13620.4
2753,Country B,9220.16
2754,Country B,7282.43
2755,Country B,7273.34
2756,Country B,9099.13
2757,Country B,7415.05
2758,Country B,12073.68
2759,Country B,13008.37
2760,Country B,80028.1
2761,Country B,5615.82
2762,Country B,8850.49
2763,Country B,9373.55
2764,Country B,29271.33
2765,Country B,10090.33
2766,Country B,18860.36
2767,Country B,5894.44
2768,Country B,6055.5
2769,Country B,5822.09
2770,Country B,5175.44
2771,Country B,17185.65
2772,Country B,6063.31
2773,Country B,24495.66
2774,Country B,14542.86
2775,Country B,17281.52
2776,Country B,7787.81
2777,Country B,31635.8
2778,Country B,7601.86
2779,Country B,87005.38
2780,Country B,7516.35
2781,Country B,7556.36
2782,Country B,9392.24
2783,Country B,10163.24
2784,Country B,30260.55
2785,Country B,6498.5
2786,Country B,6714.58
2787,Country B,9146.09
2788,Country B,15292.66
2789,Country B,7187.56
2790,Country B,31854.23
2791,Country B,13846.93
2792,Country B,7568.36
2793,Country B,23522.9
2794,Country B,10163.05
2795,Country B,6193.73
2796,Country B,12882.44
2797,Country B,6228.71
2798,Country B,31677.19
2799,Country B,79580.68
2800,Country B,13544.13
2801,Country B,6006.54
2802,Country B,5908.78
2803,Country B,85725.7
2804,Country B,5946.12
2805,Country B,9435.26
2806,Country B,18191.32
2807,Country B,12567.89
2808,Country B,27155.69
2809,Country B,10030.45
2810,Country B,44149.81
2811,Country B,5680.53
2812,Country B,8533.47
2813,Country B,35578.76
2814,Country B,5567.98
2815,Country B,11206.01
2816,Country B,30596.18
2817,Country B,5023.31
2818,Country B,5344.68
2819,Country B,50705.56
2820,Country B,5618.89
2821,Country B,15842.86
2822,Country B,7530.64
2823,Country B,9403.91
2824,Country B,8775.74
2825,Country B,8038.57
2826,Country B,5696.46
2827,Country B,14373.28
2828,Country B,14656.28
2829,Country B,11211.22
2830,Country B,13913.38
2831,Country B,5695.8
2832,Country B,10474.68
2833,Country B,10452.1
2834,Country B,10931.82
2835,Country B,7804.01
2836,Country B,8117.39
2837,Country B,7329.51
2838,Country B,5850.67
2839,Country B,7194.98
2840,Country B,8495.93
2841,Country B,6914.3
2842,Country B,70831.64
2843,Country B,8802.98
2844,Country B,6052.77
2845,Country B,17341.14
2846,Country B,5130.15
2847,Country B,9521.47
2848,Country B,408067.83
2849,Country B,23624.43
2850,Country B,5351.44
2851,Country B,8582.84
2852,Country B,6889.18
2853,Country B,12041.08
2854,Country B,6379.82
2855,Country B,9956.28
2856,Country B,14877.16
2857,Country B,28365.58
2858,Country B,5893.92
2859,Country B,11375.33
2860,Country B,6113.8
2861,Country B,27998.44
2862,Country B,9038.98
2863,Country B,12694.61
2864,Country B,5733.93
2865,Country B,6810.79
2866,Country B,6356.71
2867,Country B,7853.15
2868,Country B,9577.87
2869,Country B,5970.23
2870,Country B,5373.99
2871,Country B,6928.34
2872,Country B,6711.06
2873,Country B,8481.61
2874,Country B,10645.22
2875,Country B,5812.91
2876,Country B,53559.65
2877,Country B,5569.63
2878,Country B,6616.62
2879,Country B,44547.26
2880,Country B,36880.43
2881,Country B,5980.82
2882,Country B,31065.03
2883,Country B,6194.08
2884,Country B,20088.75
2885,Country B,5898.73
2886,Country B,140107.1
2887,Country B,22026.87
2888,Country B,9355.1
2889,Country B,5035.04
2890,Country B,21816.33
2891,Country B,524858.37
2892,Country B,32028
2893,Country B,9092.28
2894,Country B,13218.67
2895,Country B,8448.92
2896,Country B,6719.83
2897,Country B,10199.54
2898,Country B,8584.56
2899,Country B,6256.57
2900,Country B,6617.62
2901,Country B,8417.52
2902,Country B,16870.39
2903,Country B,18782.81
2904,Country B,7354.84
2905,Country B,5372.26
2906,Country B,5288.61
2907,Country B,11481.95
2908,Country B,26661.54
2909,Country B,6579.38
2910,Country B,9351.58
2911,Country B,16545.47
2912,Country B,5893.06
2913,Country B,26869.6
2914,Country B,7858.32
2915,Country B,15495.93
2916,Country B,5273.44
2917,Country B,26758.12
2918,Country B,5422.44
2919,Country B,6792.69
2920,Country B,15285.77
2921,Country B,57469.61
2922,Country B,6767.24
2923,Country B,24093.93
2924,Country B,22559.35
2925,Country B,8966.49
2926,Country B,12823.12
2927,Country B,76949.25
2928,Country B,5799.63
2929,Country B,13968.82
2930,Country B,9441.41
2931,Country B,11592.16
2932,Country B,7194.88
2933,Country B,5422.87
2934,Country B,6083.11
2935,Country B,11131.03
2936,Country B,27762.5
2937,Country B,14228.53
2938,Country B,15134.02
2939,Country B,16485.71
2940,Country B,6190.65
2941,Country B,7058.67
2942,Country B,9928
2943,Country B,11740.53
2944,Country B,15447.49
2945,Country B,14527.17
2946,Country B,9615.57
2947,Country B,11342.21
2948,Country B,124211.77
2949,Country B,5720.28
2950,Country B,27666.33
2951,Country B,5268.89
2952,Country B,8277.19
2953,Country B,16127.94
2954,Country B,82364.92
2955,Country B,9007.46
2956,Country B,9191.69
2957,Country B,11789.6
2958,Country B,8148.45
2959,Country B,5141.7
2960,Country B,44100.36
2961,Country B,6631.87
2962,Country B,6175.51
2963,Country B,86911.35
2964,Country B,20155.59
2965,Country B,13039.25
2966,Country B,8189.72
2967,Country B,253790.7
2968,Country B,42517.8
2969,Country B,9767.81
2970,Country B,10013.75
2971,Country B,6352.9
2972,Country B,5654.41
2973,Country B,21633.74
2974,Country B,6353.56
2975,Country B,37082.45
2976,Country B,18574.17
2977,Country B,5504.19
2978,Country B,6045.88
2979,Country B,23661.6
2980,Country B,5066.97
2981,Country B,5954.36
2982,Country B,10143.12
2983,Country B,7972.62
2984,Country B,5552.21
2985,Country B,6000.03
2986,Country B,6475.42
2987,Country B,5806.76
2988,Country B,10935.03
2989,Country B,5627.71
2990,Country B,5447.03
2991,Country B,5523.64
2992,Country B,322296.89
2993,Country B,7618.11
2994,Country B,9921.66
2995,Country B,8174.4
2996,Country B,5482.93
2997,Country B,23379.39
2998,Country B,6298.08
2999,Country B,33279.47
3000,Country B,6303.2
3001,Country B,15423
3002,Country B,5255.99
3003,Country B,10090.45
3004,Country B,8519.68
3005,Country B,24373.68
3006,Country B,6877.55
3007,Country B,6088.75
3008,Country B,6250.56
3009,Country B,19163.5
3010,Country B,19953.75
3011,Country B,7439.01
3012,Country B,6340.3
3013,Country B,6018.62
3014,Country B,5886.1
3015,Country B,31930.55
3016,Country B,15062.43
3017,Country B,5777.77
3018,Country B,34495.64
3019,Country B,168590.86
3020,Country B,10778.23
3021,Country B,7900.92
3022,Country B,8884
3023,Country B,5302.42
3024,Country B,16104.43
3025,Country B,6728.79
3026,Country B,23565.76
3027,Country B,5942.56
3028,Country B,6420.35
3029,Country B,14670.85
3030,Country B,22230.62
3031,Country B,7605.93
3032,Country B,7659.8
3033,Country B,5667.94
3034,Country B,7373.55
3035,Country B,39850.85
3036,Country B,5658.51
3037,Country B,5807.99
3038,Country B,9207.81
3039,Country B,45266.59
3040,Country B,140084.2
3041,Country B,13884.33
3042,Country B,6560.71
3043,Country B,5019.04
3044,Country B,9914.7
3045,Country B,6859.02
3046,Country B,5253.77
3047,Country B,9752.37
3048,Country B,6761.56
3049,Country B,5841.82
3050,Country B,69131.22
3051,Country B,11003.67
3052,Country B,8535.11
3053,Country B,6550.71
3054,Country B,26663.49
3055,Country B,12005.46
3056,Country B,150168.98
3057,Country B,293296.93
3058,Country B,6097.22
3059,Country B,6977.27
3060,Country B,119085.76
3061,Country B,14060.97
3062,Country B,5236.02
3063,Country B,14980.26
3064,Country B,12194.3
3065,Country B,9111.56
3066,Country B,15851.08
3067,Country B,5425.82
3068,Country B,22148.95
3069,Country B,7617.87
3070,Country B,70213.96
3071,Country B,6070.41
3072,Country B,7161.08
3073,Country B,6532.27
3074,Country B,76352.91
3075,Country B,8537.84
3076,Country B,7518.2
3077,Country B,6429.13
3078,Country B,26096.55
3079,Country B,10109.93
3080,Country B,6824.17
3081,Country B,35263.95
3082,Country B,6262.39
3083,Country B,7411.58
3084,Country B,7884.2
3085,Country B,245274.04
3086,Country B,150106.08
3087,Country B,24339.56
3088,Country B,51572.09
3089,Country B,9530.27
3090,Country B,5074.12
3091,Country B,10288.16
3092,Country B,5237.43
3093,Country B,12870.71
3094,Country B,9259.3
3095,Country B,5827.18
3096,Country B,5903.91
3097,Country B,27230.61
3098,Country B,32679.19
3099,Country B,551329.48
3100,Country B,6487.07
3101,Country B,6189.03
3102,Country B,19174.83
3103,Country B,8859.06
3104,Country B,21026.25
3105,Country B,9882.28
3106,Country B,8733.18
3107,Country B,12525.55
3108,Country B,6484.95
3109,Country B,73016.43
3110,Country B,14910.58
3111,Country B,23298.29
3112,Country B,15361.11
3113,Country B,6868.81
3114,Country B,5772.28
3115,Country B,9017.95
3116,Country B,5211.19
3117,Country B,45977.7
3118,Country B,8790.96
3119,Country B,6612.16
3120,Country B,36932.24
3121,Country B,6177.09
3122,Country B,10012.81
3123,Country B,10081.25
3124,Country B,6572.98
3125,Country B,9240.71
3126,Country B,34841.75
3127,Country B,5372.93
3128,Country B,17282.2
3129,Country B,7237.94
3130,Country B,5564.44
3131,Country B,5540.03
3132,Country B,5108.87
3133,Country B,9431.12
3134,Country B,38304.03
3135,Country B,5323.23
3136,Country B,13602.57
3137,Country B,9643.5
3138,Country B,8329.28
3139,Country B,5937.82
3140,Country B,7412.37
3141,Country B,12007.43
3142,Country B,9463.59
3143,Country B,27509.18
3144,Country B,17402.81
3145,Country B,5808.12
3146,Country B,5989.32
3147,Country B,5047.6
3148,Country B,6578.3
3149,Country B,11807.25
3150,Country B,8973.8
3151,Country B,5330.36
3152,Country B,8047.88
3153,Country B,10940.67
3154,Country B,19273.75
3155,Country B,5928.4
3156,Country B,9270.14
3157,Country B,24435.4
3158,Country B,6735.47
3159,Country B,7700.41
3160,Country B,33988.39
3161,Country B,18469.3
3162,Country B,8454.77
3163,Country B,41312.68
3164,Country B,29661.9
3165,Country B,6467.86
3166,Country B,5571.12
3167,Country B,5246.01
3168,Country B,16290.77
3169,Country B,19015.47
3170,Country B,19551.76
3171,Country B,21348.7
3172,Country B,20417.92
3173,Country B,27339.51
3174,Country B,6856.95
3175,Country B,13342.99
3176,Country B,11580.32
3177,Country B,6442.2
3178,Country B,15069.61
